id_avaliador,id_filme_TMDB,nota
tmdb,10634,7.1
rottentomatoes,10634,7.8
imdb,38321,5.7
tmdb,38321,5.7
rottentomatoes,38321,1.5
imdb,193756,7.5
tmdb,193756,7.4
imdb,308639,7.2
tmdb,308639,7.1
rottentomatoes,308639,8.9
imdb,7453,6.7
tmdb,7453,6.7
rottentomatoes,7453,6.0
imdb,9541,6.2
tmdb,9541,6.1
rottentomatoes,9541,4.2
imdb,8393,7.3
tmdb,8393,7.3
rottentomatoes,8393,8.5
imdb,9315,6.3
tmdb,9315,6.4
rottentomatoes,9315,3.7
imdb,10758,7.0
tmdb,10758,6.8
rottentomatoes,10758,8.9
imdb,566525,7.6
tmdb,566525,7.9
imdb,3573,6.7
tmdb,3573,6.8
rottentomatoes,3573,8.5
imdb,198184,6.8
tmdb,198184,6.8
rottentomatoes,198184,3.3
imdb,11298,6.6
tmdb,11298,6.5
rottentomatoes,11298,6.9
imdb,10201,6.8
tmdb,10201,6.6
rottentomatoes,10201,4.6
imdb,498248,6.5
tmdb,498248,7.3
imdb,14405,3.8
tmdb,14405,5.3
rottentomatoes,14405,4.0
imdb,12614,7.6
tmdb,12614,7.3
imdb,4967,6.4
tmdb,4967,6.1
imdb,35976,6.2
tmdb,35976,5.6
rottentomatoes,35976,6.0
imdb,249164,6.7
tmdb,249164,7.4
rottentomatoes,249164,3.5
imdb,14373,6.0
tmdb,14373,6.3
rottentomatoes,14373,3.3
imdb,225574,6.9
tmdb,225574,6.8
rottentomatoes,225574,6.2
imdb,40842,7.3
tmdb,40842,7.3
imdb,8358,7.8
tmdb,8358,7.7
rottentomatoes,8358,8.8
imdb,6499,3.7
tmdb,6499,5.7
rottentomatoes,6499,1.5
imdb,26386,5.7
tmdb,26386,5.3
rottentomatoes,26386,3.6
imdb,12184,6.7
tmdb,12184,6.7
rottentomatoes,12184,4.3
imdb,2123,6.6
tmdb,2123,6.6
rottentomatoes,2123,4.7
imdb,97367,7.3
tmdb,97367,6.9
imdb,9446,5.2
tmdb,9446,5.3
rottentomatoes,9446,1.9
imdb,10236,7.1
tmdb,10236,7.0
rottentomatoes,10236,6.3
imdb,143830,7.1
tmdb,143830,9.0
imdb,10771,5.4
tmdb,10771,5.7
rottentomatoes,10771,2.1
imdb,10345,6.0
tmdb,10345,6.0
rottentomatoes,10345,2.2
imdb,22787,5.5
tmdb,22787,5.5
rottentomatoes,22787,0.7
imdb,10557,6.9
tmdb,10557,6.6
rottentomatoes,10557,7.8
imdb,9354,6.4
tmdb,9354,6.3
rottentomatoes,9354,7.6
imdb,9584,6.3
tmdb,9584,6.4
rottentomatoes,9584,4.3
imdb,60599,6.6
tmdb,60599,6.3
rottentomatoes,60599,8.8
imdb,2355,7.4
tmdb,2355,7.2
rottentomatoes,2355,6.4
imdb,41630,6.2
tmdb,41630,6.3
rottentomatoes,41630,4.9
imdb,24418,5.8
tmdb,24418,5.7
rottentomatoes,24418,3.8
imdb,296099,6.1
tmdb,296099,6.3
rottentomatoes,296099,2.7
imdb,77338,8.5
tmdb,77338,8.3
imdb,10471,6.2
tmdb,10471,6.4
rottentomatoes,10471,2.2
imdb,15278,6.3
tmdb,15278,6.1
rottentomatoes,15278,5.7
imdb,1777,7.5
tmdb,1777,7.1
imdb,8392,8.2
tmdb,8392,8.1
imdb,14001,6.2
tmdb,14001,6.4
rottentomatoes,14001,2.0
imdb,4488,6.4
tmdb,4488,6.4
rottentomatoes,4488,6.4
imdb,4587,6.7
tmdb,4587,6.7
rottentomatoes,4587,7.4
imdb,3512,5.5
tmdb,3512,5.7
rottentomatoes,3512,3.4
imdb,9408,6.7
tmdb,9408,6.3
rottentomatoes,9408,7.9
imdb,44968,5.2
tmdb,44968,5.3
rottentomatoes,44968,2.3
imdb,30943,6.4
tmdb,30943,6.4
rottentomatoes,30943,4.3
imdb,38700,6.6
tmdb,38700,7.2
rottentomatoes,38700,7.7
imdb,322115,7.2
tmdb,322115,7.5
imdb,9749,6.9
tmdb,9749,6.8
rottentomatoes,9749,7.7
imdb,395834,7.7
tmdb,395834,7.4
rottentomatoes,395834,8.8
imdb,9374,6.6
tmdb,9374,6.7
rottentomatoes,9374,5.4
imdb,8247,6.1
tmdb,8247,6.1
rottentomatoes,8247,1.5
imdb,2057,6.1
tmdb,2057,6.0
rottentomatoes,2057,1.2
imdb,2662,6.1
tmdb,2662,6.2
rottentomatoes,2662,2.0
imdb,426543,5.6
tmdb,426543,6.1
rottentomatoes,426543,3.2
imdb,11950,5.1
tmdb,11950,5.5
rottentomatoes,11950,1.3
imdb,10546,4.7
tmdb,10546,5.5
rottentomatoes,10546,1.2
imdb,280092,6.1
tmdb,280092,6.3
rottentomatoes,280092,5.7
imdb,345911,6.3
tmdb,345911,6.3
rottentomatoes,345911,7.6
imdb,264644,8.1
tmdb,264644,8.1
rottentomatoes,264644,9.3
imdb,8487,4.9
tmdb,8487,5.3
rottentomatoes,8487,1.7
imdb,31059,4.6
tmdb,31059,4.9
imdb,427641,6.1
tmdb,427641,6.5
rottentomatoes,427641,5.1
imdb,402529,5.9
tmdb,402529,6.7
rottentomatoes,402529,1.8
imdb,12600,5.8
tmdb,12600,6.4
imdb,121826,6.8
tmdb,121826,6.5
imdb,432301,6.5
tmdb,432301,6.0
imdb,15789,6.9
tmdb,15789,6.9
rottentomatoes,15789,5.8
imdb,8843,6.4
tmdb,8843,6.3
rottentomatoes,8843,4.5
imdb,16558,6.2
tmdb,16558,5.8
rottentomatoes,16558,6.6
imdb,68718,8.4
tmdb,68718,8.1
rottentomatoes,68718,8.7
imdb,1365,7.0
tmdb,1365,6.8
imdb,379686,4.4
tmdb,379686,7.3
imdb,274855,5.3
tmdb,274855,6.1
rottentomatoes,274855,1.7
imdb,58244,6.4
tmdb,58244,6.2
imdb,12335,7.1
tmdb,12335,7.0
rottentomatoes,12335,6.6
imdb,146301,4.6
tmdb,146301,5.3
rottentomatoes,146301,1.4
imdb,38319,5.5
tmdb,38319,5.3
rottentomatoes,38319,2.8
imdb,23479,7.3
tmdb,23479,6.9
rottentomatoes,23479,9.7
imdb,637649,7.1
tmdb,637649,7.8
imdb,9319,7.0
tmdb,9319,6.8
rottentomatoes,9319,4.7
imdb,11092,6.9
tmdb,11092,6.8
rottentomatoes,11092,8.7
imdb,4032,6.9
tmdb,4032,7.4
rottentomatoes,4032,5.3
imdb,64690,7.8
tmdb,64690,7.6
rottentomatoes,64690,9.2
imdb,13700,5.4
tmdb,13700,6.0
rottentomatoes,13700,5.3
imdb,64807,6.4
tmdb,64807,6.1
rottentomatoes,64807,3.1
imdb,605,6.8
tmdb,605,6.7
rottentomatoes,605,3.5
imdb,2575,6.2
tmdb,2575,6.1
rottentomatoes,2575,7.7
imdb,10294,6.2
tmdb,10294,6.2
rottentomatoes,10294,5.5
imdb,8453,7.2
tmdb,8453,6.8
imdb,274857,6.7
tmdb,274857,6.5
imdb,21955,4.9
tmdb,21955,5.1
imdb,10020,8.0
tmdb,10020,7.7
rottentomatoes,10020,9.4
imdb,11026,5.1
tmdb,11026,5.3
rottentomatoes,11026,1.0
imdb,889,3.7
tmdb,889,4.8
rottentomatoes,889,2.5
imdb,4256,5.5
tmdb,4256,6.0
rottentomatoes,4256,3.5
imdb,121239,7.0
tmdb,121239,6.8
imdb,377985,7.0
tmdb,377985,6.4
imdb,7737,6.2
tmdb,7737,6.3
rottentomatoes,7737,2.4
imdb,176,7.6
tmdb,176,7.4
rottentomatoes,176,4.9
imdb,533642,5.7
tmdb,533642,6.0
rottentomatoes,533642,6.3
imdb,21575,7.9
tmdb,21575,7.6
imdb,10160,5.1
tmdb,10160,5.4
imdb,8688,6.0
tmdb,8688,6.1
rottentomatoes,8688,4.1
imdb,8978,6.3
tmdb,8978,6.2
rottentomatoes,8978,5.9
imdb,143010,8.1
tmdb,143010,7.2
imdb,207932,6.2
tmdb,207932,6.0
rottentomatoes,207932,2.3
imdb,13600,6.5
tmdb,13600,6.3
rottentomatoes,13600,5.3
imdb,585216,5.8
tmdb,585216,6.9
imdb,16214,6.4
tmdb,16214,6.3
imdb,80585,5.9
tmdb,80585,6.2
rottentomatoes,80585,4.3
imdb,4464,7.3
tmdb,4464,7.0
rottentomatoes,4464,7.8
imdb,8975,4.7
tmdb,8975,6.0
rottentomatoes,8975,2.0
imdb,12572,6.2
tmdb,12572,5.9
imdb,581,8.0
tmdb,581,7.8
imdb,315011,6.8
tmdb,315011,7.1
imdb,922,7.6
tmdb,922,7.3
rottentomatoes,922,7.1
imdb,2026,6.5
tmdb,2026,6.3
rottentomatoes,2026,3.5
imdb,2142,6.9
tmdb,2142,6.8
rottentomatoes,2142,7.5
imdb,12518,5.8
tmdb,12518,5.6
rottentomatoes,12518,6.3
imdb,44912,5.5
tmdb,44912,5.2
rottentomatoes,44912,2.6
imdb,51828,7.0
tmdb,51828,7.4
rottentomatoes,51828,3.6
imdb,332835,7.6
tmdb,332835,7.0
imdb,547565,6.5
tmdb,547565,6.7
imdb,35026,4.7
tmdb,35026,4.5
imdb,84858,6.9
tmdb,84858,6.4
imdb,1271,7.6
tmdb,1271,7.2
imdb,146216,6.6
tmdb,146216,6.5
imdb,21208,7.0
tmdb,21208,6.9
rottentomatoes,21208,5.6
imdb,8592,6.1
tmdb,8592,6.1
rottentomatoes,8592,6.3
imdb,76788,7.6
tmdb,76788,6.6
imdb,62732,4.8
tmdb,62732,4.6
imdb,529485,6.7
tmdb,529485,6.7
rottentomatoes,529485,8.4
imdb,2454,6.5
tmdb,2454,6.6
rottentomatoes,2454,6.7
imdb,151960,5.7
tmdb,151960,5.9
rottentomatoes,151960,2.5
imdb,396371,7.4
tmdb,396371,7.1
imdb,242512,4.5
tmdb,242512,5.1
rottentomatoes,242512,0.6
imdb,10054,5.5
tmdb,10054,5.8
rottentomatoes,10054,9.3
imdb,60747,5.4
tmdb,60747,5.6
rottentomatoes,60747,1.5
imdb,144336,5.7
tmdb,144336,5.6
rottentomatoes,144336,2.2
imdb,8665,6.7
tmdb,8665,6.4
rottentomatoes,8665,6.1
imdb,1389,7.0
tmdb,1389,6.7
rottentomatoes,1389,9.3
imdb,193612,5.1
tmdb,193612,5.1
rottentomatoes,193612,3.7
imdb,11590,7.3
tmdb,11590,6.9
rottentomatoes,11590,8.5
imdb,42176,5.6
tmdb,42176,5.1
rottentomatoes,42176,4.0
imdb,594,7.4
tmdb,594,7.3
rottentomatoes,594,6.1
imdb,564,7.0
tmdb,564,6.9
rottentomatoes,564,6.1
imdb,13680,6.1
tmdb,13680,6.4
rottentomatoes,13680,2.8
imdb,565310,7.6
tmdb,565310,7.5
rottentomatoes,565310,9.8
imdb,446807,6.1
tmdb,446807,6.1
rottentomatoes,446807,3.9
imdb,19494,6.9
tmdb,19494,7.0
imdb,18886,5.8
tmdb,18886,5.6
imdb,8922,6.2
tmdb,8922,6.4
rottentomatoes,8922,4.6
imdb,9044,6.8
tmdb,9044,6.7
rottentomatoes,9044,3.1
imdb,5851,5.5
tmdb,5851,5.5
rottentomatoes,5851,2.5
imdb,10072,6.6
tmdb,10072,6.6
rottentomatoes,10072,7.2
imdb,9664,6.5
tmdb,9664,6.5
rottentomatoes,9664,3.3
imdb,9029,6.1
tmdb,9029,6.1
rottentomatoes,9029,2.6
imdb,14628,6.1
tmdb,14628,6.0
rottentomatoes,14628,3.7
imdb,10030,5.6
tmdb,10030,5.9
rottentomatoes,10030,0.5
imdb,10140,6.3
tmdb,10140,6.4
rottentomatoes,10140,5.0
imdb,9003,7.0
tmdb,9003,6.9
rottentomatoes,9003,7.2
imdb,14756,8.0
tmdb,14756,7.7
imdb,6073,6.1
tmdb,6073,5.9
rottentomatoes,6073,5.4
imdb,194662,7.7
tmdb,194662,7.5
imdb,22897,6.5
tmdb,22897,6.5
rottentomatoes,22897,5.8
imdb,783,8.0
tmdb,783,7.5
rottentomatoes,783,8.5
imdb,694,8.4
tmdb,694,8.2
rottentomatoes,694,8.4
imdb,83456,6.5
tmdb,83456,6.6
imdb,442,6.5
tmdb,442,6.3
imdb,9972,6.4
tmdb,9972,6.7
rottentomatoes,9972,2.3
imdb,17711,4.2
tmdb,17711,4.1
rottentomatoes,17711,4.3
imdb,324668,6.6
tmdb,324668,6.3
rottentomatoes,324668,5.4
imdb,4964,6.9
tmdb,4964,6.2
rottentomatoes,4964,9.0
imdb,45612,7.5
tmdb,45612,7.3
rottentomatoes,45612,9.2
imdb,416249,6.6
tmdb,416249,6.4
imdb,701121,4.4
tmdb,701121,7.5
imdb,9086,6.5
tmdb,9086,6.5
rottentomatoes,9086,3.5
imdb,11967,6.9
tmdb,11967,6.7
rottentomatoes,11967,4.1
imdb,10823,5.6
tmdb,10823,5.7
rottentomatoes,10823,3.5
imdb,12100,6.1
tmdb,12100,6.2
rottentomatoes,12100,3.3
imdb,454,6.7
tmdb,454,6.8
rottentomatoes,454,7.2
imdb,109424,7.8
tmdb,109424,7.6
rottentomatoes,109424,9.3
imdb,328425,7.0
tmdb,328425,6.7
rottentomatoes,328425,9.1
imdb,336000,7.1
tmdb,336000,7.1
rottentomatoes,336000,5.2
imdb,12163,7.9
tmdb,12163,7.5
rottentomatoes,12163,9.8
imdb,3525,6.8
tmdb,3525,6.6
rottentomatoes,3525,8.4
imdb,9842,5.9
tmdb,9842,5.4
rottentomatoes,9842,2.6
imdb,14671,6.6
tmdb,14671,6.4
rottentomatoes,14671,6.3
imdb,267193,6.2
tmdb,267193,5.9
imdb,9425,6.1
tmdb,9425,6.3
rottentomatoes,9425,1.3
imdb,76170,6.7
tmdb,76170,6.4
rottentomatoes,76170,7.1
imdb,11806,5.7
tmdb,11806,5.8
rottentomatoes,11806,3.0
imdb,9443,7.2
tmdb,9443,6.9
rottentomatoes,9443,8.2
imdb,456740,5.2
tmdb,456740,5.5
rottentomatoes,456740,1.8
imdb,9837,7.1
tmdb,9837,7.2
rottentomatoes,9837,8.0
imdb,4564,5.6
tmdb,4564,6.6
rottentomatoes,4564,5.0
imdb,10314,5.9
tmdb,10314,6.3
rottentomatoes,10314,4.1
imdb,13967,7.0
tmdb,13967,6.6
imdb,3594,6.4
tmdb,3594,6.4
rottentomatoes,3594,0.8
imdb,406990,6.9
tmdb,406990,7.2
rottentomatoes,406990,5.8
imdb,483,7.2
tmdb,483,7.0
imdb,2014,7.8
tmdb,2014,7.3
imdb,542224,5.4
tmdb,542224,6.1
imdb,18781,5.9
tmdb,18781,6.2
rottentomatoes,18781,1.7
imdb,12220,6.0
tmdb,12220,6.1
rottentomatoes,12220,2.6
imdb,75780,7.0
tmdb,75780,6.5
rottentomatoes,75780,6.4
imdb,24100,5.8
tmdb,24100,6.8
rottentomatoes,24100,5.5
imdb,8849,6.2
tmdb,8849,5.7
rottentomatoes,8849,4.8
imdb,72358,5.9
tmdb,72358,6.1
imdb,4192,7.3
tmdb,4192,7.1
imdb,13018,6.1
tmdb,13018,5.9
rottentomatoes,13018,1.1
imdb,9705,6.5
tmdb,9705,6.2
rottentomatoes,9705,2.5
imdb,14926,6.2
tmdb,14926,6.5
rottentomatoes,14926,1.4
imdb,124471,6.2
tmdb,124471,5.9
imdb,207703,7.7
tmdb,207703,7.6
imdb,1644,6.3
tmdb,1644,6.1
rottentomatoes,1644,4.9
imdb,9631,7.3
tmdb,9631,7.1
rottentomatoes,9631,7.4
imdb,16113,5.6
tmdb,16113,5.9
rottentomatoes,16113,1.8
imdb,56909,6.0
tmdb,56909,6.2
imdb,10934,6.8
tmdb,10934,6.8
rottentomatoes,10934,6.2
imdb,281298,6.7
tmdb,281298,6.9
imdb,54318,6.4
tmdb,54318,6.4
imdb,75900,6.9
tmdb,75900,6.7
imdb,9778,6.9
tmdb,9778,6.8
rottentomatoes,9778,5.8
imdb,274854,6.0
tmdb,274854,5.9
rottentomatoes,274854,1.8
imdb,1495,7.2
tmdb,1495,6.8
rottentomatoes,1495,3.9
imdb,634528,5.6
tmdb,634528,7.2
imdb,11357,5.8
tmdb,11357,6.1
rottentomatoes,11357,2.9
imdb,381283,6.6
tmdb,381283,7.0
rottentomatoes,381283,6.8
imdb,10867,7.5
tmdb,10867,7.3
imdb,5689,5.8
tmdb,5689,6.2
rottentomatoes,5689,0.8
imdb,45269,8.0
tmdb,45269,7.7
rottentomatoes,45269,9.4
imdb,1538,7.5
tmdb,1538,7.2
rottentomatoes,1538,8.6
imdb,34806,5.4
tmdb,34806,6.1
imdb,423204,6.4
tmdb,423204,6.5
rottentomatoes,423204,3.9
imdb,604822,4.7
tmdb,604822,6.3
imdb,11478,5.6
tmdb,11478,5.6
rottentomatoes,11478,0.9
imdb,157353,6.2
tmdb,157353,6.0
rottentomatoes,157353,1.9
imdb,418437,5.1
tmdb,418437,5.8
rottentomatoes,418437,2.8
imdb,49017,6.3
tmdb,49017,6.4
rottentomatoes,49017,2.4
imdb,10215,6.7
tmdb,10215,6.6
rottentomatoes,10215,6.4
imdb,2330,7.0
tmdb,2330,6.6
imdb,85038,5.4
tmdb,85038,5.8
imdb,36298,5.7
tmdb,36298,5.6
imdb,18360,6.0
tmdb,18360,6.1
imdb,132232,6.2
tmdb,132232,6.2
rottentomatoes,132232,6.4
imdb,13170,6.6
tmdb,13170,6.2
imdb,565028,5.9
tmdb,565028,6.3
imdb,9516,7.5
tmdb,9516,7.5
rottentomatoes,9516,8.4
imdb,7341,4.7
tmdb,7341,5.7
rottentomatoes,7341,1.9
imdb,873,7.8
tmdb,873,7.8
rottentomatoes,873,8.1
imdb,11676,6.7
tmdb,11676,6.4
rottentomatoes,11676,2.8
imdb,16007,7.6
tmdb,16007,7.0
imdb,12662,5.4
tmdb,12662,5.6
rottentomatoes,12662,5.8
imdb,10923,5.1
tmdb,10923,5.4
rottentomatoes,10923,3.8
imdb,47178,6.3
tmdb,47178,6.3
imdb,302699,6.3
tmdb,302699,6.4
rottentomatoes,302699,7.1
imdb,1576,6.7
tmdb,1576,6.6
rottentomatoes,1576,3.6
imdb,14846,5.3
tmdb,14846,5.4
rottentomatoes,14846,2.2
imdb,268,7.5
tmdb,268,7.2
imdb,75174,6.8
tmdb,75174,6.6
imdb,19405,6.6
tmdb,19405,6.5
rottentomatoes,19405,6.0
imdb,11172,6.5
tmdb,11172,6.4
rottentomatoes,11172,6.3
imdb,31674,6.3
tmdb,31674,6.1
rottentomatoes,31674,5.0
imdb,51162,7.2
tmdb,51162,6.9
rottentomatoes,51162,9.1
imdb,9885,6.2
tmdb,9885,6.2
rottentomatoes,9885,5.3
imdb,201088,5.4
tmdb,201088,5.4
rottentomatoes,201088,3.2
imdb,378236,3.3
tmdb,378236,5.6
rottentomatoes,378236,0.7
imdb,11158,4.9
tmdb,11158,5.2
rottentomatoes,11158,4.0
imdb,619,6.3
tmdb,619,6.6
rottentomatoes,619,3.3
imdb,18498,4.2
tmdb,18498,4.8
imdb,11517,5.7
tmdb,11517,5.8
rottentomatoes,11517,2.2
imdb,298250,5.8
tmdb,298250,6.2
imdb,70,8.1
tmdb,70,8.0
rottentomatoes,70,9.1
imdb,452832,5.4
tmdb,452832,5.4
rottentomatoes,452832,2.0
imdb,2926,7.2
tmdb,2926,6.9
rottentomatoes,2926,8.6
imdb,403,7.4
tmdb,403,7.2
imdb,7095,5.8
tmdb,7095,6.3
rottentomatoes,7095,1.8
imdb,16321,5.2
tmdb,16321,5.1
imdb,11661,7.7
tmdb,11661,7.4
imdb,28665,5.1
tmdb,28665,5.7
rottentomatoes,28665,2.4
imdb,11060,6.5
tmdb,11060,6.3
rottentomatoes,11060,8.8
imdb,9007,6.7
tmdb,9007,6.9
rottentomatoes,9007,5.5
imdb,343668,6.7
tmdb,343668,7.0
rottentomatoes,343668,5.1
imdb,157547,6.5
tmdb,157547,6.4
imdb,276918,5.4
tmdb,276918,4.2
rottentomatoes,276918,0.8
imdb,359460,6.7
tmdb,359460,7.2
imdb,585245,6.0
tmdb,585245,7.8
imdb,12278,5.3
tmdb,12278,5.4
rottentomatoes,12278,1.3
imdb,270774,5.7
tmdb,270774,5.6
rottentomatoes,270774,3.8
imdb,51739,7.6
tmdb,51739,7.6
imdb,14435,5.4
tmdb,14435,5.6
imdb,7345,8.2
tmdb,7345,8.1
rottentomatoes,7345,9.2
imdb,14736,7.2
tmdb,14736,7.5
imdb,282035,5.4
tmdb,282035,5.5
rottentomatoes,282035,1.6
imdb,239573,5.4
tmdb,239573,5.4
rottentomatoes,239573,1.0
imdb,11968,5.9
tmdb,11968,5.8
rottentomatoes,11968,2.1
imdb,50014,8.0
tmdb,50014,8.2
rottentomatoes,50014,7.6
imdb,11327,7.6
tmdb,11327,7.6
rottentomatoes,11327,9.6
imdb,11648,5.9
tmdb,11648,5.9
rottentomatoes,11648,3.6
imdb,459008,6.7
tmdb,459008,6.5
imdb,379149,7.0
tmdb,379149,6.8
rottentomatoes,379149,6.5
imdb,192,7.7
tmdb,192,7.4
imdb,31061,4.3
tmdb,31061,4.3
imdb,9493,6.1
tmdb,9493,6.0
rottentomatoes,9493,4.3
imdb,554241,5.1
tmdb,554241,6.9
imdb,278154,5.7
tmdb,278154,6.0
rottentomatoes,278154,1.8
imdb,467936,6.7
tmdb,467936,6.5
imdb,9604,6.1
tmdb,9604,6.1
rottentomatoes,9604,6.7
imdb,9894,6.1
tmdb,9894,5.9
rottentomatoes,9894,5.4
imdb,18462,6.4
tmdb,18462,6.3
imdb,462927,5.3
tmdb,462927,6.4
imdb,8643,6.7
tmdb,8643,6.5
rottentomatoes,8643,4.4
imdb,331482,7.8
tmdb,331482,7.9
imdb,10677,6.0
tmdb,10677,6.4
rottentomatoes,10677,2.3
imdb,622,6.7
tmdb,622,6.4
rottentomatoes,622,4.3
imdb,195300,5.6
tmdb,195300,6.2
imdb,338065,6.9
tmdb,338065,6.9
imdb,11527,7.4
tmdb,11527,7.0
rottentomatoes,11527,8.0
imdb,14819,6.7
tmdb,14819,6.2
rottentomatoes,14819,2.9
imdb,2675,6.7
tmdb,2675,6.6
rottentomatoes,2675,7.4
imdb,43347,6.7
tmdb,43347,7.0
imdb,10172,4.3
tmdb,10172,5.8
rottentomatoes,10172,0.8
imdb,76726,7.0
tmdb,76726,6.8
rottentomatoes,76726,8.5
imdb,21311,5.6
tmdb,21311,5.6
rottentomatoes,21311,1.0
imdb,316023,6.0
tmdb,316023,6.1
rottentomatoes,316023,3.8
imdb,129670,7.7
tmdb,129670,7.4
rottentomatoes,129670,9.1
imdb,10188,6.2
tmdb,10188,6.2
rottentomatoes,10188,6.6
imdb,32856,5.7
tmdb,32856,5.9
rottentomatoes,32856,1.8
imdb,66526,8.4
tmdb,66526,7.0
imdb,1592,7.7
tmdb,1592,7.7
rottentomatoes,1592,7.6
imdb,36658,7.4
tmdb,36658,7.0
imdb,241257,5.7
tmdb,241257,5.5
imdb,242828,7.7
tmdb,242828,8.0
imdb,8409,6.1
tmdb,8409,6.1
rottentomatoes,8409,1.1
imdb,10611,6.3
tmdb,10611,6.3
rottentomatoes,10611,8.3
imdb,52449,5.6
tmdb,52449,5.6
rottentomatoes,52449,4.4
imdb,13939,7.0
tmdb,13939,7.0
rottentomatoes,13939,6.8
imdb,109513,6.1
tmdb,109513,5.7
rottentomatoes,109513,4.8
imdb,9678,5.3
tmdb,9678,5.9
rottentomatoes,9678,2.2
imdb,1907,6.7
tmdb,1907,6.4
rottentomatoes,1907,2.0
imdb,8198,7.0
tmdb,8198,6.6
imdb,57431,5.7
tmdb,57431,5.6
rottentomatoes,57431,2.2
imdb,474335,5.8
tmdb,474335,6.8
rottentomatoes,474335,6.1
imdb,240,9.0
tmdb,240,8.6
imdb,68726,6.9
tmdb,68726,6.8
rottentomatoes,68726,7.2
imdb,6967,6.5
tmdb,6967,6.6
imdb,10676,5.0
tmdb,10676,5.1
rottentomatoes,10676,4.1
imdb,14164,2.5
tmdb,14164,2.9
rottentomatoes,14164,1.5
imdb,9331,6.9
tmdb,9331,6.6
rottentomatoes,9331,8.0
imdb,361759,7.5
tmdb,361759,7.2
imdb,589754,5.9
tmdb,589754,7.1
imdb,9413,5.5
tmdb,9413,5.6
rottentomatoes,9413,4.7
imdb,9986,6.3
tmdb,9986,6.2
rottentomatoes,9986,7.8
imdb,19908,7.6
tmdb,19908,7.3
rottentomatoes,19908,8.9
imdb,399579,7.3
tmdb,399579,7.2
rottentomatoes,399579,6.1
imdb,1842,5.2
tmdb,1842,5.0
imdb,508763,6.7
tmdb,508763,7.2
rottentomatoes,508763,5.9
imdb,8814,5.2
tmdb,8814,5.1
rottentomatoes,8814,1.9
imdb,333669,6.3
tmdb,333669,6.3
imdb,13374,6.0
tmdb,13374,6.4
rottentomatoes,13374,5.2
imdb,11808,6.6
tmdb,11808,6.5
imdb,82505,5.6
tmdb,82505,5.8
rottentomatoes,82505,1.3
imdb,13971,6.1
tmdb,13971,6.7
rottentomatoes,13971,4.1
imdb,10675,6.9
tmdb,10675,6.7
rottentomatoes,10675,7.6
imdb,294272,6.7
tmdb,294272,6.4
rottentomatoes,294272,8.8
imdb,214756,6.3
tmdb,214756,6.3
rottentomatoes,214756,4.5
imdb,602223,5.4
tmdb,602223,7.4
imdb,470044,7.5
tmdb,470044,8.3
rottentomatoes,470044,9.7
imdb,11284,4.9
tmdb,11284,5.3
rottentomatoes,11284,1.9
imdb,1735,5.2
tmdb,1735,5.4
rottentomatoes,1735,1.2
imdb,87428,5.5
tmdb,87428,5.7
rottentomatoes,87428,2.0
imdb,458252,4.7
tmdb,458252,5.8
imdb,10048,5.1
tmdb,10048,5.3
rottentomatoes,10048,1.2
imdb,403119,5.7
tmdb,403119,5.8
rottentomatoes,403119,5.3
imdb,1535,7.1
tmdb,1535,6.9
rottentomatoes,1535,6.6
imdb,924,7.3
tmdb,924,7.0
rottentomatoes,924,7.5
imdb,6114,7.4
tmdb,6114,7.4
imdb,57703,6.3
tmdb,57703,6.5
imdb,21542,5.2
tmdb,21542,6.8
imdb,2100,7.0
tmdb,2100,7.1
rottentomatoes,2100,5.2
imdb,70981,7.0
tmdb,70981,6.5
rottentomatoes,70981,7.3
imdb,100241,5.1
tmdb,100241,5.3
rottentomatoes,100241,0.5
imdb,333596,6.5
tmdb,333596,7.0
rottentomatoes,333596,7.3
imdb,11831,7.3
tmdb,11831,7.0
rottentomatoes,11831,7.7
imdb,329996,6.3
tmdb,329996,6.7
rottentomatoes,329996,4.6
imdb,290751,6.3
tmdb,290751,6.4
rottentomatoes,290751,3.9
imdb,13279,6.1
tmdb,13279,5.9
rottentomatoes,13279,4.4
imdb,9731,4.8
tmdb,9731,5.3
imdb,9739,6.7
tmdb,9739,6.6
rottentomatoes,9739,6.0
imdb,637693,5.4
tmdb,637693,7.8
imdb,297,7.2
tmdb,297,7.2
rottentomatoes,297,4.5
imdb,10587,5.0
tmdb,10587,5.5
imdb,8470,7.1
tmdb,8470,7.2
rottentomatoes,8470,2.3
imdb,10585,6.6
tmdb,10585,6.6
rottentomatoes,10585,7.1
imdb,72334,7.2
tmdb,72334,7.1
imdb,10553,6.5
tmdb,10553,6.4
imdb,20526,6.8
tmdb,20526,6.4
imdb,11678,5.9
tmdb,11678,6.0
rottentomatoes,11678,4.8
imdb,5516,6.2
tmdb,5516,6.1
rottentomatoes,5516,5.4
imdb,9404,6.6
tmdb,9404,6.5
imdb,230222,4.8
tmdb,230222,5.7
imdb,20766,7.2
tmdb,20766,7.0
rottentomatoes,20766,7.3
imdb,50646,7.4
tmdb,50646,7.2
rottentomatoes,50646,7.9
imdb,9922,6.1
tmdb,9922,6.2
rottentomatoes,9922,0.8
imdb,12704,4.5
tmdb,12704,4.4
rottentomatoes,12704,3.7
imdb,956,6.9
tmdb,956,6.7
rottentomatoes,956,7.1
imdb,421,7.3
tmdb,421,7.2
rottentomatoes,421,5.6
imdb,2978,6.6
tmdb,2978,6.5
